  
       RFOIL         Version 3.00
  
 Calculated polar for: OSO_2025_WT2_T33                
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     20.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.23700001E+02    -0.93893456E+00     0.15933846E+00     0.20000000E+02     0.22918610E-02     0.99481446E+00     0.61828006E-01     0.15763333E+00      84     0.60403083E-01
-0.23100000E+02    -0.91802841E+00     0.15420328E+00     0.20000000E+02    -0.98541554E-03     0.61457396E+00     0.62683456E-01     0.15126243E+00      85     0.54956943E-01
-0.23000002E+02    -0.91331810E+00     0.15363871E+00     0.20000000E+02    -0.16275577E-02     0.62697852E+00     0.63036680E-01     0.15073079E+00      85     0.54956943E-01
-0.22900002E+02    -0.90734023E+00     0.15318137E+00     0.20000000E+02    -0.22433796E-02     0.62610120E+00     0.62777929E-01     0.15026648E+00      85     0.54956943E-01
-0.22800001E+02    -0.90330428E+00     0.15247655E+00     0.20000000E+02    -0.30688434E-02     0.59494048E+00     0.64219713E-01     0.14948872E+00      85     0.54956943E-01
-0.22700001E+02    -0.89716661E+00     0.15198183E+00     0.20000000E+02    -0.37470914E-02     0.59009469E+00     0.63613847E-01     0.14897467E+00      85     0.54956943E-01
-0.22600002E+02    -0.89165837E+00     0.15145062E+00     0.20000000E+02    -0.44069039E-02     0.59122300E+00     0.63523956E-01     0.14844246E+00      85     0.54956943E-01
-0.22500000E+02    -0.88661325E+00     0.15079604E+00     0.20000000E+02    -0.51659294E-02     0.56621712E+00     0.63420862E-01     0.14771901E+00      85     0.54956943E-01
-0.22200001E+02    -0.87685066E+00     0.14797185E+00     0.20000000E+02    -0.77068061E-02     0.57098413E+00     0.64736903E-01     0.14489210E+00      86     0.49884733E-01
-0.22100000E+02    -0.87308955E+00     0.14735688E+00     0.20000000E+02    -0.83643030E-02     0.56837147E+00     0.66018492E-01     0.14427629E+00      86     0.49884733E-01
-0.22000000E+02    -0.86700279E+00     0.14684883E+00     0.20000000E+02    -0.89967167E-02     0.55780649E+00     0.65778553E-01     0.14373566E+00      86     0.49884733E-01
-0.21900002E+02    -0.86133689E+00     0.14635600E+00     0.20000000E+02    -0.95657296E-02     0.55819517E+00     0.65689832E-01     0.14324003E+00      86     0.49884733E-01
-0.21800001E+02    -0.85575664E+00     0.14580484E+00     0.20000000E+02    -0.10232051E-01     0.54764682E+00     0.66071026E-01     0.14266343E+00      86     0.49884733E-01
-0.21700001E+02    -0.85302281E+00     0.14506917E+00     0.20000000E+02    -0.10946163E-01     0.55070782E+00     0.67321599E-01     0.14194615E+00      86     0.49884733E-01
-0.21600000E+02    -0.84712881E+00     0.14452618E+00     0.20000000E+02    -0.11582569E-01     0.54250288E+00     0.67256130E-01     0.14137723E+00      86     0.49884733E-01
-0.21500002E+02    -0.84362626E+00     0.14379561E+00     0.20000000E+02    -0.12316678E-01     0.53739095E+00     0.67949802E-01     0.14063783E+00      86     0.49884733E-01
-0.21200001E+02    -0.83283663E+00     0.14111340E+00     0.20000000E+02    -0.14676546E-01     0.53201139E+00     0.68379782E-01     0.13792229E+00      87     0.45182135E-01
-0.21100002E+02    -0.82780021E+00     0.14049900E+00     0.20000000E+02    -0.15278865E-01     0.52845526E+00     0.68962999E-01     0.13729921E+00      87     0.45182135E-01
-0.21000000E+02    -0.82238746E+00     0.13996245E+00     0.20000000E+02    -0.15968246E-01     0.51956064E+00     0.69494896E-01     0.13673908E+00      87     0.45182135E-01
-0.20900000E+02    -0.81677562E+00     0.13945499E+00     0.20000000E+02    -0.16519781E-01     0.51833224E+00     0.69826998E-01     0.13622686E+00      87     0.45182135E-01
-0.20800001E+02    -0.81128883E+00     0.13893461E+00     0.20000000E+02    -0.17106395E-01     0.52079922E+00     0.69980420E-01     0.13571233E+00      87     0.45182135E-01
-0.20700003E+02    -0.80482519E+00     0.13844796E+00     0.20000000E+02    -0.17675659E-01     0.51476562E+00     0.69193177E-01     0.13520287E+00      87     0.45182135E-01
-0.20600000E+02    -0.80104649E+00     0.13769481E+00     0.20000000E+02    -0.18347463E-01     0.51093554E+00     0.71091495E-01     0.13444601E+00      87     0.45182135E-01
-0.20500000E+02    -0.79664463E+00     0.13703464E+00     0.20000000E+02    -0.18950034E-01     0.51036042E+00     0.71691044E-01     0.13378280E+00      87     0.45182135E-01
-0.20400002E+02    -0.79593247E+00     0.13543908E+00     0.20000000E+02    -0.20065889E-01     0.50645566E+00     0.71424454E-01     0.13215914E+00      88     0.40837713E-01
-0.20300001E+02    -0.79356676E+00     0.13472754E+00     0.20000000E+02    -0.20691955E-01     0.50548917E+00     0.73006228E-01     0.13145930E+00      88     0.40837713E-01
-0.20200001E+02    -0.78731173E+00     0.13420324E+00     0.20000000E+02    -0.21238133E-01     0.50737822E+00     0.72912589E-01     0.13093334E+00      88     0.40837713E-01
-0.20100000E+02    -0.78210413E+00     0.13362409E+00     0.20000000E+02    -0.21815538E-01     0.50159746E+00     0.73135659E-01     0.13034044E+00      88     0.40837713E-01
-0.20000002E+02    -0.77594227E+00     0.13312936E+00     0.20000000E+02    -0.22404263E-01     0.50002170E+00     0.72954565E-01     0.12983818E+00      88     0.40837713E-01
-0.19900000E+02    -0.77040607E+00     0.13255632E+00     0.20000000E+02    -0.22998877E-01     0.49744898E+00     0.73373914E-01     0.12925753E+00      88     0.40837713E-01
-0.19800001E+02    -0.76648831E+00     0.13192570E+00     0.20000000E+02    -0.23500524E-01     0.49604264E+00     0.74431546E-01     0.12862889E+00      88     0.40837713E-01
-0.19700001E+02    -0.76055562E+00     0.13139452E+00     0.20000000E+02    -0.24080766E-01     0.49150091E+00     0.74434511E-01     0.12808087E+00      88     0.40837713E-01
-0.19600000E+02    -0.75519651E+00     0.13080412E+00     0.20000000E+02    -0.24698017E-01     0.49142778E+00     0.75065702E-01     0.12749211E+00      88     0.40837713E-01
-0.19500000E+02    -0.75010210E+00     0.13014449E+00     0.20000000E+02    -0.25293699E-01     0.49016768E+00     0.75415328E-01     0.12682703E+00      88     0.40837713E-01
-0.19200001E+02    -0.73993218E+00     0.12733680E+00     0.20000000E+02    -0.27409360E-01     0.48363104E+00     0.76913908E-01     0.12398634E+00      89     0.36834702E-01
-0.19100000E+02    -0.73386651E+00     0.12679794E+00     0.20000000E+02    -0.27982339E-01     0.48179463E+00     0.77037692E-01     0.12344041E+00      89     0.36834702E-01
-0.19000002E+02    -0.72976422E+00     0.12615262E+00     0.20000000E+02    -0.28534060E-01     0.48079851E+00     0.78174688E-01     0.12279774E+00      89     0.36834702E-01
-0.18900002E+02    -0.72319716E+00     0.12567092E+00     0.20000000E+02    -0.29053669E-01     0.47797695E+00     0.77911958E-01     0.12230212E+00      89     0.36834702E-01
-0.18800001E+02    -0.71948785E+00     0.12504169E+00     0.20000000E+02    -0.29523578E-01     0.47749352E+00     0.78912489E-01     0.12167919E+00      89     0.36834702E-01
-0.18700001E+02    -0.71313548E+00     0.12450095E+00     0.20000000E+02    -0.30096259E-01     0.47376367E+00     0.78964539E-01     0.12112822E+00      89     0.36834702E-01
-0.18600000E+02    -0.70903158E+00     0.12378085E+00     0.20000000E+02    -0.30695219E-01     0.47295669E+00     0.79871759E-01     0.12040956E+00      90     0.33153079E-01
-0.18500002E+02    -0.70369369E+00     0.12319443E+00     0.20000000E+02    -0.31188343E-01     0.47210243E+00     0.79944551E-01     0.11981766E+00      90     0.33153079E-01
-0.18300001E+02    -0.69905061E+00     0.12091070E+00     0.20000000E+02    -0.32713510E-01     0.46951029E+00     0.81126221E-01     0.11751487E+00      90     0.33153079E-01
-0.18200001E+02    -0.69422853E+00     0.12030779E+00     0.20000000E+02    -0.33193588E-01     0.46851549E+00     0.82243927E-01     0.11691102E+00      90     0.33153079E-01
-0.18100002E+02    -0.68751901E+00     0.11982875E+00     0.20000000E+02    -0.33696391E-01     0.46673757E+00     0.81444874E-01     0.11641979E+00      90     0.33153079E-01
-0.18000000E+02    -0.68284774E+00     0.11921751E+00     0.20000000E+02    -0.34188271E-01     0.46569946E+00     0.82966425E-01     0.11581106E+00      90     0.33153079E-01
-0.17900000E+02    -0.67738295E+00     0.11863036E+00     0.20000000E+02    -0.34732126E-01     0.46464157E+00     0.83621100E-01     0.11522098E+00      90     0.33153079E-01
-0.17800001E+02    -0.67250341E+00     0.11802543E+00     0.20000000E+02    -0.35231560E-01     0.45964363E+00     0.84463567E-01     0.11460863E+00      90     0.33153079E-01
-0.17700001E+02    -0.66759914E+00     0.11741351E+00     0.20000000E+02    -0.35715263E-01     0.46081647E+00     0.85081197E-01     0.11400148E+00      90     0.33153079E-01
-0.17600000E+02    -0.66263872E+00     0.11675556E+00     0.20000000E+02    -0.36249708E-01     0.45800841E+00     0.85552819E-01     0.11333612E+00      91     0.29771008E-01
-0.17400002E+02    -0.65880644E+00     0.11436523E+00     0.20000000E+02    -0.37680499E-01     0.45625824E+00     0.86804956E-01     0.11093105E+00      91     0.29771008E-01
-0.17300001E+02    -0.65346682E+00     0.11382733E+00     0.20000000E+02    -0.38114272E-01     0.45491153E+00     0.87243050E-01     0.11038927E+00      91     0.29771008E-01
-0.17200001E+02    -0.64808393E+00     0.11320838E+00     0.20000000E+02    -0.38619950E-01     0.45352232E+00     0.88044763E-01     0.10976709E+00      91     0.29771008E-01
