9.999999999999998890e-01 9.500000000000104064e-04
9.841340361651920166e-01 2.517033710271138897e-03
9.682720665019324269e-01 4.317520424305695652e-03
9.524180841762578398e-01 6.409041458039603512e-03
9.365760803434354242e-01 8.796358613199842247e-03
9.207500431432115162e-01 1.145384356313018138e-02
9.049439566958173975e-01 1.434129786139040283e-02
8.891618000989889303e-01 1.741453534452575697e-02
8.734075464262507360e-01 2.063192015838057752e-02
8.576851617267149397e-01 2.395788016226885198e-02
8.419986040266501659e-01 2.736425043993823483e-02
8.263518223330695855e-01 3.083014776464721926e-02
8.107487556395898132e-01 3.434093615158539253e-02
7.951933319348093443e-01 3.788671747121268724e-02
7.796894672134594417e-01 4.146067028806723481e-02
7.642410644905727191e-01 4.505746489308788683e-02
7.488520128189207758e-01 4.867190270523078649e-02
7.335261863099650226e-01 5.229786322103505830e-02
7.182674431585703845e-01 5.592759055103581345e-02
7.030796246717250231e-01 5.955131310577835985e-02
6.879665543015128781e-01 6.315716280301100771e-02
6.729320366825783939e-01 6.673134276564147982e-02
6.579798566743311206e-01 7.025848331701943505e-02
6.431137784081281117e-01 7.372212360792851360e-02
6.283375443396724824e-01 7.710525893150471655e-02
6.136548743068714895e-01 8.039090029395444537e-02
5.990694645933862805e-01 8.356260183189950785e-02
5.845849869981135649e-01 8.660492207319596403e-02
5.702050879108284676e-01 8.950379586567609735e-02
5.559333873942259308e-01 9.224680426129895638e-02
5.417734782725895926e-01 9.482333913232279810e-02
5.277289252273172915e-01 9.722466737375981549e-02
5.138032638995313484e-01 9.944390593627383534e-02
5.000000000000001110e-01 1.014759235058338288e-01
4.863226084265935834e-01 1.033171873986244438e-01
4.727745323894976259e-01 1.049655752766000816e-01
4.593591825444023335e-01 1.064201707998952418e-01
4.460799361338897429e-01 1.076810605682073790e-01
4.329401361372292589e-01 1.087491469550724010e-01
4.199430904288018462e-01 1.096259880162163136e-01
4.070920709453594855e-01 1.103136718652316939e-01
3.943903128623333920e-01 1.108147290492575432e-01
3.818410137793947223e-01 1.111320827862949251e-01
3.694473329154774888e-01 1.112690336654474921e-01
3.572123903134606371e-01 1.112292727345713245e-01
3.451392660547150104e-01 1.110169149268883659e-01
3.332309994837083789e-01 1.106365435756981180e-01
3.214905884428678196e-01 1.100932563489984972e-01
3.099209885178879631e-01 1.093927032701221963e-01
2.985251122936787294e-01 1.085411085009443666e-01
2.873058286211370715e-01 1.075452691409587713e-01
2.762659618949298013e-01 1.064125263029431362e-01
2.654082913424666845e-01 1.051507060119977049e-01
2.547355503242452190e-01 1.037680298802710066e-01
2.442504256457417311e-01 1.022729978774912923e-01
2.339555568810219865e-01 1.006742477005582309e-01
2.238535357082431787e-01 9.898039711452275013e-02
2.139469052572124941e-01 9.719987708636418366e-02
2.042381594691679014e-01 9.534076448402574455e-02
1.947297424689413692e-01 9.341062351884928117e-02
1.854240479496642724e-01 9.141636495433025367e-02
1.763234185701672008e-01 8.936413140378009212e-02
1.674301453652287108e-01 8.725921583915814683e-02
1.587464671688187945e-01 8.510601880407492326e-02
1.502745700504856119e-01 8.290804785832944779e-02
1.420165867650229341e-01 8.066796058799048652e-02
1.339745962155614034e-01 7.838765021285100387e-02
1.261506229302150617e-01 7.606837053490195233e-02
1.185466365524179277e-01 7.371089481791236186e-02
1.111645513450765232e-01 7.131570128171146883e-02
1.040062257086641351e-01 6.888317633428883702e-02
9.707346171337882801e-02 6.641382553120278587e-02
9.036800464548166989e-02 6.390848160413760415e-02
8.389154256793041053e-02 6.136849877367643591e-02
7.764570589541863743e-02 5.879592296478161617e-02
7.163206698392743377e-02 5.619362846074722057e-02
6.585213973489323358e-02 5.356541292153393224e-02
6.030737921409157209e-02 5.091604449201165422e-02
5.499918128533154427e-02 4.825125685205433612e-02
4.992888225905456334e-02 4.557769041574126490e-02
4.509775855592612626e-02 4.290278036258558803e-02
4.050702638550263135e-02 4.023459466565303816e-02
3.615784144005795842e-02 3.758162765527439664e-02
3.205129860364375194e-02 3.495255681330187297e-02
2.818843167645834757e-02 3.235597233187469807e-02
2.457021311459295365e-02 2.980009040706569148e-02
2.119755378522125699e-02 2.729246220426229802e-02
1.807130273729329328e-02 2.483969088236208378e-02
1.519224698779197968e-02 2.244716897449243465e-02
1.256111132360571148e-02 2.011884779460346509e-02
1.017855811906731578e-02 1.785704939640217481e-02
8.045187169204659483e-03 1.566233000089096300e-02
6.161535538745877005e-03 1.353340179904839215e-02
4.528077426915411152e-03 1.146711771233662955e-02
3.145224048057615462e-03 9.458521154982935455e-03
2.013323528115562588e-03 7.500960197060584957e-03
1.132660816992037134e-03 5.586262889766891934e-03
5.034576168149174080e-04 3.704967997215459063e-03
1.258723261249317105e-04 1.846603090688054985e-03
0.000000000000000000e+00 0.000000000000000000e+00
1.258723261249317105e-04 -1.664112334543475531e-03
5.034576168149174080e-04 -3.319853414015421552e-03
1.132660816992037134e-03 -4.958852782779095587e-03
2.013323528115562588e-03 -6.573200904726520660e-03
3.145224048057615462e-03 -8.155657568169209781e-03
4.528077426915411152e-03 -9.699834820741928473e-03
6.161535538745877005e-03 -1.120034761565785741e-02
8.045187169204659483e-03 -1.265292669060561967e-02
1.017855811906731578e-02 -1.405448976441553595e-02
1.256111132360571148e-02 -1.540316885735001744e-02
1.519224698779197968e-02 -1.669829334477963834e-02
1.807130273729329328e-02 -1.794033016382136705e-02
2.119755378522125699e-02 -1.913078433077209511e-02
2.457021311459295365e-02 -2.027206451950978872e-02
2.818843167645834757e-02 -2.136731982947417258e-02
3.205129860364375194e-02 -2.242025497771074974e-02
3.615784144005795842e-02 -2.343493193599651553e-02
4.050702638550263135e-02 -2.441556646846314640e-02
4.509775855592612626e-02 -2.536632809003590630e-02
4.992888225905456334e-02 -2.629115166031280662e-02
5.499918128533154427e-02 -2.719356816648372047e-02
6.030737921409157209e-02 -2.807656126355069851e-02
6.585213973489323358e-02 -2.894245487593709310e-02
7.163206698392743377e-02 -2.979283567953638218e-02
7.764570589541863743e-02 -3.062851264531795542e-02
8.389154256793041053e-02 -3.144951410972755129e-02
9.036800464548166989e-02 -3.225512112192140124e-02
9.707346171337882801e-02 -3.304393418211035854e-02
1.040062257086641351e-01 -3.381396900428147723e-02
1.111645513450765232e-01 -3.456277567870282702e-02
1.185466365524179277e-01 -3.528757463318459714e-02
1.261506229302150617e-01 -3.598540214241763291e-02
1.339745962155614034e-01 -3.665325784202763670e-02
1.420165867650229341e-01 -3.728824678168655982e-02
1.502745700504856119e-01 -3.788770899550931298e-02
1.587464671688187945e-01 -3.844933035615528960e-02
1.674301453652287108e-01 -3.897122957275614419e-02
1.763234185701672008e-01 -3.945201753787119098e-02
1.854240479496642724e-01 -3.989082675798120980e-02
1.947297424689413692e-01 -4.028731023841160969e-02
2.042381594691679014e-01 -4.064161085341218976e-02
2.139469052572124941e-01 -4.095430382930905638e-02
2.238535357082431787e-01 -4.122631641880033365e-02
2.339555568810219865e-01 -4.145883006917780444e-02
2.442504256457417311e-01 -4.165317131820365365e-02
2.547355503242452190e-01 -4.181069823409203773e-02
2.654082913424666845e-01 -4.193268941317651599e-02
2.762659618949298013e-01 -4.202024234263759817e-02
2.873058286211370715e-01 -4.207418732965156893e-02
2.985251122936787294e-01 -4.209502221797475907e-02
3.099209885178879631e-01 -4.208287180531739002e-02
3.214905884428678196e-01 -4.203747430694266402e-02
3.332309994837083789e-01 -4.195819546723017490e-02
3.451392660547150104e-01 -4.184406909972213096e-02
3.572123903134606371e-01 -4.169386104487999428e-02
3.694473329154774888e-01 -4.150615188472246003e-02
3.818410137793947223e-01 -4.127943235395027666e-02
3.943903128623333920e-01 -4.101220433907952490e-02
4.070920709453594855e-01 -4.070307974699505921e-02
4.199430904288018462e-01 -4.035086941821825618e-02
4.329401361372292589e-01 -3.995465469823857724e-02
4.460799361338897429e-01 -3.951383527236913829e-02
4.593591825444023335e-01 -3.902814839208604281e-02
4.727745323894976259e-01 -3.849765661474105483e-02
4.863226084265935834e-01 -3.792270354961334300e-02
5.000000000000001110e-01 -3.730383972378083918e-02
5.138032638995313484e-01 -3.664172339403345968e-02
5.277289252273172915e-01 -3.593700375530135827e-02
5.417734782725895926e-01 -3.519019633565832056e-02
5.559333873942259308e-01 -3.440156222118283952e-02
5.702050879108284676e-01 -3.357100392524239862e-02
5.845849869981135649e-01 -3.269799102964257576e-02
5.990694645933862805e-01 -3.178152803618805589e-02
6.136548743068714895e-01 -3.082017508071948839e-02
6.283375443396724824e-01 -2.981212924374978743e-02
6.431137784081281117e-01 -2.875537018421672059e-02
6.579798566743311206e-01 -2.764786885542606237e-02
6.729320366825783939e-01 -2.648785236323045189e-02
6.879665543015128781e-01 -2.527411193025609626e-02
7.030796246717250231e-01 -2.400633488144683636e-02
7.182674431585703845e-01 -2.268543612124867062e-02
7.335261863099650226e-01 -2.131386039436317451e-02
7.488520128189207758e-01 -1.989582447139155372e-02
7.642410644905727191e-01 -1.843746912345304093e-02
7.796894672134594417e-01 -1.694689525671615529e-02
7.951933319348093443e-01 -1.543406782012779130e-02
8.107487556395898132e-01 -1.391058603997567464e-02
8.263518223330695855e-01 -1.238934011267810512e-02
8.419986040266501659e-01 -1.088410358028365880e-02
8.576851617267149397e-01 -9.409147996334842404e-03
8.734075464262507360e-01 -7.979012790473406086e-03
8.891618000989889303e-01 -6.608618893272324296e-03
9.049439566958173975e-01 -5.313979885096879394e-03
9.207500431432115162e-01 -4.113839099222240010e-03
9.365760803434354242e-01 -3.032644831922230028e-03
9.524180841762578398e-01 -2.105367823302960011e-03
9.682720665019324269e-01 -1.384764314920679511e-03
9.841340361651920166e-01 -9.517926936917391664e-04
9.999999999999998890e-01 -9.299999999999984278e-04
