199   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
0.25       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
1.0	-0.004906470588235294
0.9841340000000001	-0.0028303140823529413
0.9682721	-0.0012024524117647058
0.9524181	2.8063794117647283e-05
0.9365761000000001	0.0009048711470588237
0.92075	0.0014642662058823534
0.904944	0.0017353940588235297
0.8891618000000001	0.001740622735294118
0.8734075	0.0014960722647058824
0.8576852	0.0010122698382352944
0.8419986	0.0002949010882352946
0.8263518	-0.0006543706470588233
0.8107488	-0.0018370425294117643
0.7951933	-0.0032568993529411756
0.7796895	-0.004919142529411764
0.7642411	-0.006829550411764706
0.748852	-0.008993685411764705
0.7335262	-0.011416171364705881
0.7182674	-0.014100020823529413
0.7030796	-0.017046088705882353
0.6879666	-0.020252608470588233
0.672932	-0.0237148
0.6579799	-0.027424606470588232
0.6431138	-0.031370540588235296
0.6283375	-0.03553763823529412
0.6136549	-0.03990745352941177
0.5990695000000001	-0.044458235294117646
0.5845850000000001	-0.04916511705882353
0.5702051	-0.05400037823529412
0.5559334	-0.058933890588235296
0.5417735	-0.06393341529411764
0.5277289	-0.06896514411764705
0.5138033	-0.07399416705882353
0.5	-0.07898496176470589
0.48632260000000005	-0.08390192588235294
0.4727745	-0.08870988941176469
0.4593592	-0.09337464470588236
0.4460799	-0.09786338235294118
0.4329401	-0.10214519882352942
0.4199431	-0.10619141294117647
0.4070921	-0.10997596941176471
0.3943903000000001	-0.11347601882352941
0.381841	-0.11667157647058823
0.3694473	-0.11954618823529412
0.3572124	-0.12208716470588235
0.3451393	-0.12428501176470587
0.333231	-0.1261342
0.3214906	-0.12763271176470586
0.309921	-0.12878176470588235
0.2985251	-0.12958616470588236
0.2873058	-0.1300536705882353
0.276266	-0.13019477647058825
0.2654083	-0.13002280588235293
0.2547356	-0.12955299411764706
0.24425040000000003	-0.12880272941176468
0.2339556	-0.12779072941176473
0.2238535	-0.12653692352941176
0.21394690000000002	-0.12506202352941176
0.2042382	-0.12338714117647061
0.1947297	-0.12153339411764705
0.18542400000000003	-0.11952177647058825
0.1763234	-0.11737228823529411
0.1674301	-0.11510449411764706
0.1587465	-0.11273648823529411
0.1502746	-0.11028509764705882
0.1420166	-0.10776534352941176
0.1339746	-0.10519084352941177
0.1261506	-0.10257311176470589
0.1185466	-0.09992190235294118
0.1111646	-0.09724502235294118
0.1040062	-0.09454832235294117
0.09707346	-0.09183579411764706
0.090368	-0.08910967882352941
0.08389154000000001	-0.08637054882352942
0.07764571	-0.08361747235294117
0.07163207000000002	-0.08084820411764705
0.06585214	-0.07805934352941177
0.06030738	-0.07524657058823529
0.05499918	-0.07240485411764706
0.04992888	-0.06952870411764706
0.04509776	-0.0666123594117647
0.04050703	-0.06365003941176471
0.03615784	-0.060636155882352945
0.0320513	-0.05756552764705883
0.02818843	-0.054433530588235295
0.02457021	-0.05123632117647059
0.02119755	-0.047970936470588234
0.0180713	-0.044635430000000004
