! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0          NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
0          BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines 4.0          Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
4.0          Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-3.28          alpha0      ! 0-lift angle of attack, depends on airfoil.
0.264741          alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-0.183068          alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
1.098843          C_nalpha    !airfoil/OpenFAST_Model/IEA-22-280-RWT/OpenFAST/IEA-22-280-RWT-Monopile airfoil/OpenFAST_Model/IEA-22-280-RWT/OpenFAST/IEA-22-280-RWT Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit -3.28          alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         0.264741          alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for -3.28          alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         -0.183068          alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.801422                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-0.524438                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.235318                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.033969                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
243          NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-180.000000 0.0 0.307566 0.0
-178.428571 0.006899 0.3077 0.062857
-176.857143 0.013799 0.3081 0.125714
-175.285714 0.020698 0.308766 0.188571
-173.714286 0.027598 0.309693 0.251429
-172.142857 0.034497 0.310877 0.314286
-170.571429 0.041396 0.312313 0.377143
-169.000000 0.048296 0.313992 0.371041
-167.428571 0.055195 0.315907 0.325534
-165.857143 0.062094 0.318048 0.280027
-164.285714 0.068994 0.320403 0.23452
-162.714286 0.075893 0.322962 0.189013
-161.142857 0.082793 0.325711 0.143506
-159.571429 0.089692 0.328635 0.110961
-158.000000 0.096591 0.33172 0.112978
-153.142857 0.105824 0.342092 0.119215
-148.285714 0.113401 0.353309 0.124703
-143.428571 0.118632 0.364774 0.12882
-138.571429 0.121102 0.375844 0.132256
-133.714286 0.120575 0.385849 0.134057
-128.857143 0.116954 0.394114 0.135204
-124.000000 0.110268 0.399981 0.134222
-119.142857 0.100652 0.402831 0.132737
-114.285714 0.08834 0.402105 0.128901
-109.428571 0.073655 0.397324 0.124762
-104.571429 0.056995 0.388103 0.118345
-99.714286 0.03882 0.374173 0.111812
-94.857143 0.01964 0.355384 0.103416
-90.000000 0.0 0.33172 0.09502
-85.142857 -0.01964 0.355384 0.097431
-80.285714 -0.03882 0.374173 0.099843
-75.428571 -0.056995 0.388103 0.099306
-70.571429 -0.073655 0.397324 0.098584
-65.714286 -0.08834 0.402105 0.095099
-60.857143 -0.100652 0.402831 0.091246
-56.000000 -0.110268 0.399981 0.085066
-51.142857 -0.116954 0.394114 0.078388
-46.285714 -0.120575 0.385849 0.069941
-41.428571 -0.121102 0.375844 0.060951
-36.571429 -0.118632 0.364774 0.050732
-31.714286 -0.113401 0.353309 0.04
-26.857143 -0.105824 0.342092 0.024823
-22.000000 -0.096591 0.33172 0.007221
-21.857143 -0.095721 0.331494 0.006703
-21.714286 -0.09485 0.331268 0.006185
-21.571429 -0.093979 0.331041 0.005668
-21.428571 -0.093108 0.330815 0.00515
-21.285714 -0.092238 0.330589 0.004632
-21.142857 -0.091367 0.330362 0.004114
-21.000000 -0.090496 0.330136 0.003597
-20.857143 -0.089626 0.32991 0.003079
-20.714286 -0.088755 0.329683 0.002561
-20.571429 -0.087884 0.329457 0.002044
-20.428571 -0.087013 0.329231 0.001526
-20.285714 -0.086143 0.329004 0.001008
-20.000000 -0.084401 0.328552 -2.7e-05
-19.700000 -0.083679 0.328249 -0.00025
-19.090000 -0.08221 0.327633 -0.000704
-19.000000 -0.081993 0.327543 -0.000771
-18.480000 -0.080596 0.327052 -0.001105
-17.880000 -0.078984 0.326486 -0.00149
-17.500000 -0.077963 0.326127 -0.001734
-17.270000 -0.077539 0.325884 -0.001874
-16.670000 -0.076431 0.32525 -0.002238
-16.500000 -0.076117 0.325071 -0.002341
-16.060000 -0.075344 0.324603 -0.002593
-16.000000 -0.075238 0.324539 -0.002627
-15.450000 -0.072902 0.324126 -0.002963
-15.000000 -0.07099 0.323789 -0.003237
-14.850000 -0.070808 0.323622 -0.003302
-14.500000 -0.070382 0.323234 -0.003454
-14.240000 -0.070129 0.322944 -0.003563
-14.000000 -0.069896 0.322677 -0.003663
-13.640000 -0.070258 0.322189 -0.003829
-13.500000 -0.070398 0.321999 -0.003893
-13.030000 -0.069027 0.321614 -0.004055
-13.000000 -0.068939 0.32159 -0.004065
-12.500000 -0.069349 0.320954 -0.004277
-12.420000 -0.069231 0.320876 -0.004306
-12.000000 -0.068608 0.320468 -0.004457
-11.820000 -0.068363 0.320296 -0.004519
-11.500000 -0.067928 0.319991 -0.00463
-11.210000 -0.067817 0.319712 -0.004711
-11.000000 -0.067737 0.31951 -0.004769
-10.610000 -0.067056 0.319175 -0.00489
-10.500000 -0.066864 0.31908 -0.004924
-10.000000 -0.066382 0.31864 -0.005067
-9.500000 -0.068027 0.318059 -0.005204
-9.390000 -0.068735 0.317924 -0.005223
-9.000000 -0.071243 0.317446 -0.005287
-8.790000 -0.070563 0.317109 -0.006032
-8.180000 -0.06859 0.316129 -0.008194
-8.000000 -0.068007 0.31584 -0.008832
-7.580000 -0.061419 0.3158 -0.009305
-7.500000 -0.060164 0.315793 -0.009395
-7.000000 -0.05275 0.315766 -0.009816
-6.970000 -0.052317 0.315765 -0.009837
-6.500000 -0.04553 0.315749 -0.010172
-6.360000 -0.043533 0.315746 -0.010262
-6.000000 -0.038399 0.315737 -0.010495
-5.760000 -0.034953 0.31573 -0.010655
-5.500000 -0.03122 0.315722 -0.010829
-5.150000 -0.02628 0.315716 -0.011036
-5.000000 -0.024163 0.315714 -0.011125
-4.550000 -0.017838 0.315709 -0.01138
-4.500000 -0.017135 0.315708 -0.011409
-4.000000 -0.010044 0.315698 -0.011707
-3.940000 -0.009204 0.315697 -0.011739
-3.500000 -0.003044 0.315693 -0.011977
-3.330000 -0.000679 0.315692 -0.012065
-3.000000 0.003911 0.315691 -0.012234
-2.730000 0.007686 0.315688 -0.012377
-2.500000 0.010903 0.315687 -0.012499
-2.120000 0.016207 0.315683 -0.012695
-2.000000 0.017882 0.315682 -0.012757
-1.520000 0.024499 0.315682 -0.012981
-1.500000 0.024775 0.315682 -0.01299
-1.000000 0.031713 0.315681 -0.013236
-0.910000 0.032954 0.315681 -0.013278
-0.500000 0.038607 0.315681 -0.013469
-0.300000 0.041358 0.315681 -0.013558
0.000000 0.045483 0.315681 -0.013692
0.300000 0.049602 0.315682 -0.013824
0.500000 0.052347 0.315682 -0.013912
0.910000 0.057962 0.315684 -0.01409
1.000000 0.059195 0.315684 -0.014129
1.500000 0.065989 0.315688 -0.014332
1.520000 0.066259 0.315688 -0.01434
2.000000 0.072746 0.315694 -0.014525
2.120000 0.074366 0.315695 -0.014571
2.500000 0.079496 0.3157 -0.014719
2.730000 0.082595 0.315702 -0.014804
3.000000 0.086234 0.315705 -0.014905
3.330000 0.09062 0.315712 -0.015014
3.500000 0.092879 0.315715 -0.015071
3.940000 0.098749 0.315722 -0.015223
4.000000 0.099549 0.315723 -0.015243
4.500000 0.106195 0.315732 -0.015408
4.550000 0.106847 0.315733 -0.015422
5.000000 0.11272 0.315746 -0.015549
5.150000 0.114664 0.315751 -0.015589
5.500000 0.119201 0.315762 -0.015682
5.760000 0.122555 0.31577 -0.015748
6.000000 0.125651 0.315778 -0.015809
6.360000 0.130195 0.315794 -0.015882
6.500000 0.131962 0.3158 -0.01591
6.970000 0.137564 0.315839 -0.015951
7.000000 0.137922 0.315841 -0.015953
7.500000 0.143032 0.315926 -0.015864
7.580000 0.143266 0.315965 -0.015758
8.000000 0.14449 0.316169 -0.015199
8.180000 0.145804 0.316204 -0.015078
8.500000 0.14814 0.316265 -0.014863
8.790000 0.149647 0.31631 -0.014553
9.000000 0.150738 0.316342 -0.014328
9.390000 0.152982 0.316419 -0.013981
9.500000 0.153615 0.316441 -0.013882
10.000000 0.156073 0.316566 -0.013426
10.500000 0.158094 0.316723 -0.012977
10.610000 0.15835 0.316773 -0.012881
11.000000 0.159258 0.316952 -0.012539
