  
       RFOIL         Version 3.00
  
 Calculated polar for: OSO_2025_WT2_T21                
  
 1  Reynolds number fixed
  
 xtrf =      0.05000000 (suction)     0.05000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =      6.00000000 e 6     Ncrit =      3.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.20600000E+02    -0.91127491E+00     0.87151185E-01     0.60000000E+01    -0.71376249E-01     0.58855671E+00     0.79883672E-02     0.83722591E-01      98     0.68454914E-01
-0.20400002E+02    -0.90471482E+00     0.83799250E-01     0.60000000E+01    -0.75973973E-01     0.58637083E+00     0.80853617E-02     0.80322646E-01      98     0.68454914E-01
-0.20300001E+02    -0.91015947E+00     0.81098869E-01     0.60000000E+01    -0.77987678E-01     0.58567595E+00     0.80602588E-02     0.77581398E-01      98     0.68454914E-01
-0.20200001E+02    -0.91421229E+00     0.78807376E-01     0.60000000E+01    -0.79705864E-01     0.58496654E+00     0.80824280E-02     0.75254865E-01      98     0.68454914E-01
-0.20100000E+02    -0.91855174E+00     0.76482102E-01     0.60000000E+01    -0.81459776E-01     0.58423048E+00     0.81108073E-02     0.72894029E-01      98     0.68454914E-01
-0.20000002E+02    -0.92244798E+00     0.74282490E-01     0.60000000E+01    -0.83110340E-01     0.58366686E+00     0.81330221E-02     0.70660539E-01      98     0.68454914E-01
-0.19900000E+02    -0.92357343E+00     0.72640114E-01     0.60000000E+01    -0.84311500E-01     0.58270776E+00     0.81663225E-02     0.68992004E-01      98     0.68454914E-01
-0.19800001E+02    -0.92614365E+00     0.70771545E-01     0.60000000E+01    -0.85717067E-01     0.58206350E+00     0.82154525E-02     0.67094855E-01      98     0.68454914E-01
-0.19700001E+02    -0.92617285E+00     0.69338925E-01     0.60000000E+01    -0.86767040E-01     0.58112872E+00     0.82025155E-02     0.65637082E-01      98     0.68454914E-01
-0.19600000E+02    -0.92815453E+00     0.67643113E-01     0.60000000E+01    -0.88005297E-01     0.58033442E+00     0.82684224E-02     0.63914828E-01      98     0.68454914E-01
-0.19500000E+02    -0.92765760E+00     0.66361196E-01     0.60000000E+01    -0.88928081E-01     0.57930392E+00     0.82834261E-02     0.62609747E-01      98     0.68454914E-01
-0.19400002E+02    -0.92876077E+00     0.64808235E-01     0.60000000E+01    -0.90080842E-01     0.57854140E+00     0.83172657E-02     0.61030671E-01      98     0.68454914E-01
-0.19300001E+02    -0.92767197E+00     0.63670591E-01     0.60000000E+01    -0.90871021E-01     0.57759297E+00     0.83309123E-02     0.59871707E-01      98     0.68454914E-01
-0.19200001E+02    -0.92816782E+00     0.62267009E-01     0.60000000E+01    -0.91900207E-01     0.57355750E+00     0.84057869E-02     0.58436561E-01      98     0.68454914E-01
